town,area,price
Upper East Side,534,13506000
Tribeca,251,9420000
Battery Park City,223,4624000
Midtown East,213,5245000
Carnegie Hill,261,7471000
Carnegie Hill,312,9418000
Hamilton Heights,162,1738000
Inwood,150,882000
Battery Park City,224,5081000
East Harlem,175,1749000
Flatiron,251,6133000
Hamilton Heights,92,702000
Midtown West,132,2873000
Lower East Side,163,3052000
Kips Bay,72,1005000
Upper East Side,339,6416000
SoHo,416,15922000
Financial District,223,4119000
Chinatown,86,1136000
Midtown East,293,5545000
Tribeca,408,17414000
Battery Park City,183,2962000
Washington Heights,131,984000
Hell's Kitchen,210,3643000
Upper West Side,275,6224000
Chinatown,163,1918000
Chinatown,71,941000
Stuyvesant Town,129,1640000
Nolita,99,2851000
Lower East Side,139,2146000
Financial District,225,4173000
Flatiron,310,10633000
West Village,221,7986000
West Village,332,12324000
Hamilton Heights,111,837000
Battery Park City,135,2166000
SoHo,200,6742000
Hamilton Heights,122,1123000
Financial District,189,3423000
Murray Hill,110,3129000
Little Italy,115,2885000
Stuyvesant Town,153,3653000
Greenwich Village,248,7782000
Chelsea,276,8065000
Stuyvesant Town,151,2321000
Little Italy,179,4159000
Hell's Kitchen,125,2139000
Upper West Side,272,6987000
Battery Park City,116,2088000
Washington Heights,123,891000
Hudson Yards,308,8450000
Midtown West,360,8349000
Carnegie Hill,132,4008000
Upper East Side,304,6980000
Hell's Kitchen,159,2820000
Upper East Side,46,725000
SoHo,234,6341000
Upper West Side,46,1260000
Little Italy,108,2560000
Greenwich Village,215,5329000
Financial District,360,7426000
Stuyvesant Town,140,2009000
Nolita,135,3780000
Hamilton Heights,186,1588000
Stuyvesant Town,162,3079000
Chinatown,158,1950000
Murray Hill,171,3360000
Kips Bay,120,2938000
Upper West Side,259,7859000
Midtown West,142,2910000
Battery Park City,213,3932000
Inwood,58,431000
Little Italy,110,2527000
Midtown East,255,5424000
Nolita,87,2161000
Carnegie Hill,138,3887000
Hell's Kitchen,51,1023000
Gramercy Park,338,8697000
Kips Bay,120,3368000
Chelsea,166,3839000
Battery Park City,156,3339000
Lower East Side,247,4645000
Battery Park City,155,3207000
Flatiron,171,4724000
Chelsea,159,3172000
Little Italy,139,2751000
Upper East Side,617,16815000
Washington Heights,122,683000
Gramercy Park,260,7415000
Chinatown,219,2863000
Hudson Yards,380,13743000
Chelsea,236,6346000
Tribeca,253,9426000
Stuyvesant Town,75,1290000
Murray Hill,181,3168000
SoHo,70,1609000
Hell's Kitchen,238,4246000
Upper West Side,430,8104000
Inwood,140,950000
Inwood,157,926000
Upper West Side,250,5616000
Lower East Side,53,955000
Kips Bay,91,1560000
Financial District,343,7642000
Tribeca,149,4929000
Upper West Side,420,6867000
Midtown West,253,5760000
Upper East Side,743,22555000
Inwood,106,715000
Stuyvesant Town,83,900000
Hudson Yards,65,2030000
Hell's Kitchen,89,1824000
Gramercy Park,166,4147000
Carnegie Hill,56,1943000
Upper West Side,270,4254000
East Harlem,127,1500000
West Village,156,3917000
Midtown West,181,3506000
Chelsea,197,6094000
Hell's Kitchen,118,1607000
Stuyvesant Town,119,1800000
Lower East Side,198,4000000
Stuyvesant Town,218,3894000
Battery Park City,288,5781000
SoHo,336,11362000
Lower East Side,168,2816000
Murray Hill,279,5722000
Greenwich Village,197,6170000
Upper East Side,528,19329000
Morningside Heights,199,2417000
Two Bridges,33,462000
Hell's Kitchen,175,3299000
Gramercy Park,226,4612000
Harlem,86,595000
Tribeca,84,2617000
Washington Heights,136,751000
SoHo,173,5052000
Gramercy Park,107,2644000
Upper East Side,112,2541000
Upper East Side,547,13996000
Little Italy,147,3021000
Upper West Side,246,5719000
Hell's Kitchen,206,3569000
Harlem,118,1202000
Hamilton Heights,171,1452000
Flatiron,300,7567000
East Harlem,163,1229000
Hell's Kitchen,47,926000
Carnegie Hill,308,9756000
West Village,242,5440000
East Harlem,193,1053000
West Village,46,1890000
Kips Bay,181,4005000
Nolita,224,4925000
Morningside Heights,146,1241000
Carnegie Hill,362,10149000
Midtown East,290,7615000
Midtown West,144,2581000
Harlem,83,870000
Nolita,283,6917000
Tribeca,125,3669000
Murray Hill,159,3097000
Stuyvesant Town,104,1565000
Hamilton Heights,116,970000
Harlem,228,2233000
Stuyvesant Town,148,1822000
Financial District,134,3225000
Chelsea,193,3945000
Midtown East,172,4524000
Flatiron,228,5682000
Battery Park City,175,4534000
Morningside Heights,128,1495000
Carnegie Hill,113,3722000
Carnegie Hill,208,6708000
Little Italy,121,3704000
Gramercy Park,192,2661000
Stuyvesant Town,95,1190000
Little Italy,91,2764000
Stuyvesant Town,91,1684000
Carnegie Hill,101,2190000
Murray Hill,177,2356000
Upper East Side,454,13126000
Hamilton Heights,101,1128000
Carnegie Hill,245,8116000
Carnegie Hill,285,6114000
Flatiron,242,5207000
Lower East Side,89,1711000
Hudson Yards,321,11353000
West Village,382,11063000
Harlem,201,2460000
Hamilton Heights,89,775000
Hamilton Heights,186,1239000
Two Bridges,79,757000
Carnegie Hill,204,3396000
Gramercy Park,217,5911000
Murray Hill,44,928000
Little Italy,275,7137000
Lower East Side,256,1831000
West Village,344,9144000
Lower East Side,256,4584000
Two Bridges,125,1524000
Carnegie Hill,56,1658000
Chelsea,160,3423000
Gramercy Park,260,6799000
Hamilton Heights,162,1273000
Hell's Kitchen,124,2667000
East Harlem,114,1153000
Stuyvesant Town,192,2642000
Flatiron,202,6884000
Stuyvesant Town,124,804000
Chelsea,316,6215000
Flatiron,189,5929000
Harlem,215,2441000
Chinatown,105,1476000
Hudson Yards,511,14900000
Little Italy,191,5193000
Upper East Side,518,19843000
Lower East Side,201,3251000
SoHo,378,8513000
Inwood,66,376000
Hudson Yards,216,5666000
Two Bridges,69,1201000
Morningside Heights,173,1733000
Upper East Side,357,7233000
West Village,230,5361000
Inwood,76,460000
Battery Park City,186,3999000
Hamilton Heights,186,1587000
Chelsea,190,4266000
Kips Bay,204,5203000
Two Bridges,205,1412000
Chelsea,256,5897000
Greenwich Village,209,6544000
Chelsea,166,3158000
Midtown East,136,3254000
Upper East Side,482,16155000
Flatiron,220,6064000
Flatiron,297,8209000
Murray Hill,57,1465000
Carnegie Hill,285,8569000
Hamilton Heights,112,918000
Upper East Side,564,16645000
East Harlem,141,1206000
Washington Heights,123,730000
Flatiron,72,1457000
Inwood,158,890000
SoHo,145,5395000
Midtown East,178,5476000
Lower East Side,102,1953000
Little Italy,215,6187000
Harlem,142,1274000
Financial District,198,4925000
Gramercy Park,83,1929000
Morningside Heights,149,1300000
Financial District,355,8143000
Hamilton Heights,129,1012000
Two Bridges,77,1071000
Chinatown,68,802000
Hudson Yards,325,9533000
Hell's Kitchen,37,857000
Hudson Yards,320,10104000
Battery Park City,304,5174000
Greenwich Village,145,4741000
Midtown West,88,1953000
Lower East Side,227,4191000
Financial District,81,1638000
Two Bridges,153,2101000
Inwood,149,1133000
Midtown East,217,6504000
Murray Hill,164,3443000
Battery Park City,105,2338000
Battery Park City,153,3173000
Lower East Side,211,3316000
Battery Park City,248,4685000
Hudson Yards,210,8507000
Washington Heights,135,630000
East Harlem,232,2556000
Upper West Side,358,7550000
Battery Park City,109,2889000
Kips Bay,183,3251000
Upper West Side,349,8019000
Morningside Heights,70,583000
Inwood,126,713000
Tribeca,367,14220000
Hell's Kitchen,80,1534000
Carnegie Hill,188,3989000
Harlem,125,1726000
Nolita,143,3603000
Inwood,75,595000
Carnegie Hill,314,8366000
Two Bridges,121,2088000
Carnegie Hill,222,5411000
Inwood,85,745000
Chelsea,160,3128000
Little Italy,193,4983000
SoHo,310,11804000
Two Bridges,150,1538000
Upper West Side,463,12514000
Nolita,187,5956000
Midtown East,111,2415000
Hamilton Heights,157,1375000
Flatiron,153,4776000
Greenwich Village,275,7932000
Flatiron,313,9183000
West Village,304,10525000
Financial District,113,1712000
East Harlem,87,709000
Battery Park City,77,1686000
Morningside Heights,163,1861000
Stuyvesant Town,229,3459000
Two Bridges,184,2475000
Midtown West,61,1340000
Lower East Side,201,3422000
Morningside Heights,89,1346000
Hamilton Heights,98,421000
Hell's Kitchen,279,5218000
West Village,321,6126000
Midtown West,362,9439000
Nolita,325,8204000
Hell's Kitchen,160,3735000
West Village,65,1631000
Morningside Heights,217,2205000
Upper West Side,251,6071000
Little Italy,142,3360000
Midtown West,161,4025000
Hell's Kitchen,175,2687000
Upper East Side,387,9350000
Chelsea,171,4785000
Morningside Heights,166,1648000
Greenwich Village,148,4246000
Inwood,134,894000
Two Bridges,118,1807000
Battery Park City,206,3734000
Inwood,178,1239000
East Harlem,146,1515000
Washington Heights,92,602000
Harlem,181,2271000
Little Italy,233,5474000
Carnegie Hill,411,13473000
Greenwich Village,219,7410000
Hell's Kitchen,113,2118000
Financial District,251,5100000
Greenwich Village,210,5770000
Morningside Heights,194,1807000
Chinatown,162,1791000
Inwood,143,1125000
Tribeca,333,8194000
Lower East Side,183,4322000
Gramercy Park,260,4255000
Tribeca,437,17920000
Kips Bay,173,3169000
Hudson Yards,295,9505000
Hudson Yards,198,5714000
Hamilton Heights,97,685000
Hell's Kitchen,61,1135000
Kips Bay,37,714000
Little Italy,37,752000
Nolita,42,1297000
Morningside Heights,97,1199000
Carnegie Hill,199,5176000
Hamilton Heights,72,576000
Chinatown,126,1127000
Midtown East,204,6060000
SoHo,140,4177000
Murray Hill,133,2024000
Murray Hill,56,673000
Carnegie Hill,282,6690000
Hudson Yards,392,6698000
Midtown East,226,4960000
Stuyvesant Town,162,2123000
Gramercy Park,172,2922000
Battery Park City,205,4930000
Carnegie Hill,220,6661000
Washington Heights,153,1050000
West Village,388,13164000
Greenwich Village,323,10260000
Midtown East,238,6218000
Midtown West,202,6297000
Little Italy,145,4375000
Murray Hill,110,2147000
Nolita,189,4171000
Flatiron,369,9417000
Hell's Kitchen,272,3418000
Little Italy,170,3877000
Hudson Yards,319,12709000
East Harlem,202,1704000
Little Italy,115,2565000
Harlem,177,2200000
Midtown West,208,4686000
Hell's Kitchen,138,3071000
Inwood,116,578000
Financial District,196,4472000
SoHo,204,5852000
Inwood,88,624000
Kips Bay,161,3097000
Hell's Kitchen,147,3492000
Flatiron,80,1688000
Financial District,129,2398000
Flatiron,151,3569000
Hell's Kitchen,142,2475000
Harlem,168,1462000
Tribeca,407,10651000
Chinatown,125,1496000
Upper West Side,358,7516000
Upper West Side,367,9588000
Lower East Side,216,4112000
Hudson Yards,263,2733000
Two Bridges,200,3633000
SoHo,309,7853000
Inwood,93,638000
Washington Heights,106,604000
Upper West Side,229,4378000
Upper West Side,459,10286000
Upper East Side,540,13121000
Flatiron,372,11307000
Hamilton Heights,101,745000
Kips Bay,229,4293000
Tribeca,265,10126000
Lower East Side,186,3393000
Tribeca,121,3186000
Flatiron,241,6120000
Washington Heights,102,779000
Chelsea,219,4771000
Harlem,196,1392000
Chinatown,194,2215000
Gramercy Park,221,4464000
Lower East Side,49,1166000
Hudson Yards,200,6624000
Tribeca,315,11005000
Upper West Side,323,6713000
Greenwich Village,234,4505000
Washington Heights,47,337000
Midtown East,142,2711000
Two Bridges,126,1668000
Upper West Side,356,6482000
Upper West Side,198,3970000
Hamilton Heights,98,695000
Midtown East,259,5845000
Flatiron,225,6722000
Murray Hill,154,2781000
Upper East Side,546,12844000
Harlem,229,2822000
Greenwich Village,57,1650000
West Village,275,10077000
Little Italy,160,4590000
Carnegie Hill,341,11867000
Little Italy,163,3677000
Greenwich Village,344,12056000
Flatiron,291,7600000
Tribeca,253,11432000
Chinatown,232,3042000
Gramercy Park,271,4912000
Battery Park City,237,6322000
Midtown East,37,849000
Upper West Side,308,8092000
Carnegie Hill,252,6631000
Washington Heights,131,857000
Battery Park City,190,4062000
Hamilton Heights,99,877000
Harlem,168,2450000
Lower East Side,218,4216000
Greenwich Village,219,4571000
Midtown East,324,7704000
Stuyvesant Town,126,1295000
Kips Bay,183,3729000
West Village,289,7481000
Two Bridges,100,1092000
Midtown West,172,4192000
Hamilton Heights,119,1147000
Nolita,169,5562000
Washington Heights,33,273000
Carnegie Hill,415,10695000
Chinatown,223,3788000
Midtown West,235,4644000
Tribeca,342,14129000
Chelsea,101,1843000
Hamilton Heights,88,380000
Upper East Side,304,8169000
Harlem,179,1987000
Hell's Kitchen,196,3715000
West Village,310,9656000
Midtown East,303,7359000
Carnegie Hill,205,6381000
Lower East Side,157,2971000
Two Bridges,97,1345000
Hell's Kitchen,192,2533000
Washington Heights,181,1809000
Stuyvesant Town,139,1553000
Carnegie Hill,330,7827000
Nolita,142,4115000
Battery Park City,158,4348000
Upper West Side,288,7703000
Carnegie Hill,109,2080000
Gramercy Park,150,3267000
Gramercy Park,102,2482000
Washington Heights,109,711000
Chelsea,180,4591000
Kips Bay,214,5057000
Lower East Side,153,2632000
Financial District,252,4652000
Upper West Side,168,4166000
Hudson Yards,318,8081000
Two Bridges,232,2644000
Lower East Side,124,2249000
Washington Heights,131,668000
Washington Heights,95,738000
Battery Park City,165,3785000
Stuyvesant Town,126,2468000
Washington Heights,136,758000
Flatiron,284,6502000
Kips Bay,116,1864000
Battery Park City,177,2637000
Inwood,125,580000
SoHo,230,5330000
Murray Hill,54,867000
Inwood,40,221000
Greenwich Village,42,1017000
Murray Hill,116,3221000
Murray Hill,134,3272000
Hudson Yards,277,10713000
Lower East Side,99,1349000
Carnegie Hill,165,4396000
Carnegie Hill,206,4741000
Kips Bay,256,4147000
Upper East Side,191,4642000
Upper West Side,220,3381000
Chelsea,325,8351000
Chelsea,112,3294000
Tribeca,259,8465000
Battery Park City,162,4669000
Greenwich Village,71,1457000
Upper East Side,77,2677000
Nolita,205,4841000
Flatiron,201,5697000
Carnegie Hill,164,4951000
Chelsea,325,6919000
Lower East Side,186,2785000
Midtown West,288,5993000
SoHo,108,3844000
Greenwich Village,284,9953000
Morningside Heights,90,1156000
West Village,202,6350000
Two Bridges,185,2960000
Midtown East,298,5767000
Hell's Kitchen,194,2845000
Battery Park City,110,2125000
Greenwich Village,257,7723000
Flatiron,166,3895000
Kips Bay,96,1507000
Hamilton Heights,127,919000
Morningside Heights,72,935000
Murray Hill,199,3811000
Little Italy,173,5703000
Inwood,93,589000
Flatiron,178,5536000
Greenwich Village,183,5361000
Inwood,55,346000
Kips Bay,114,1885000
Greenwich Village,232,6780000
Gramercy Park,255,6728000
Hudson Yards,398,18375000
Kips Bay,212,2990000
Hudson Yards,392,10814000
Hamilton Heights,135,1081000
SoHo,223,7152000
Tribeca,89,3144000
Tribeca,249,10508000
Hudson Yards,300,11622000
Inwood,139,980000
SoHo,355,8465000
Murray Hill,163,3333000
Chinatown,192,2282000
Washington Heights,33,303000
Upper East Side,255,5269000
Hudson Yards,261,6561000
Lower East Side,145,2351000
Battery Park City,112,2525000
West Village,209,5715000
Midtown West,175,3142000
Financial District,62,1326000
Lower East Side,167,3178000
Hell's Kitchen,84,2069000
Midtown East,231,4357000
Chelsea,228,5186000
Two Bridges,125,1575000
Upper East Side,301,9420000
Upper East Side,250,8202000
Harlem,154,1978000
Stuyvesant Town,73,1198000
Carnegie Hill,225,5199000
Morningside Heights,232,3214000
Stuyvesant Town,140,2610000
Stuyvesant Town,232,3984000
Chinatown,96,1125000
Harlem,144,1915000
Harlem,121,1452000
West Village,267,8463000
Midtown West,45,709000
Lower East Side,64,954000
Nolita,234,6022000
West Village,240,6711000
Lower East Side,143,1974000
Upper East Side,519,14928000
Tribeca,336,15700000
Morningside Heights,106,1677000
Chinatown,109,1801000
Flatiron,232,5233000
Flatiron,186,5661000
Chinatown,166,2134000
Harlem,174,2530000
Hell's Kitchen,111,2745000
East Harlem,115,663000
West Village,262,6716000
Nolita,234,4755000
Kips Bay,250,4168000
Flatiron,173,4227000
Morningside Heights,116,1223000
Upper West Side,246,7735000
Greenwich Village,265,7978000
Little Italy,147,2388000
East Harlem,76,593000
Nolita,52,1181000
Greenwich Village,172,5280000
East Harlem,186,1941000
Nolita,200,5387000
Upper West Side,194,4452000
SoHo,344,13402000
Upper West Side,523,11490000
Hudson Yards,398,14359000
Hudson Yards,432,17453000
Two Bridges,134,1851000
Battery Park City,240,5741000
Greenwich Village,94,2539000
Chinatown,121,1321000
Upper East Side,488,20523000
Hudson Yards,337,13850000
Carnegie Hill,127,3581000
Carnegie Hill,196,5752000
West Village,88,2957000
Financial District,97,2699000
Little Italy,145,4341000
Gramercy Park,240,4844000
Chelsea,325,8150000
Midtown East,166,4811000
Chinatown,153,2088000
Little Italy,217,5380000
Harlem,102,1056000
Upper West Side,387,8591000
Financial District,247,5598000
Stuyvesant Town,139,2086000
Lower East Side,194,4271000
Murray Hill,80,1749000
Flatiron,351,10201000
West Village,278,7591000
Stuyvesant Town,175,3262000
Hell's Kitchen,211,3879000
Upper East Side,370,13666000
Midtown West,272,4853000
Upper East Side,382,11320000
Washington Heights,56,407000
Gramercy Park,287,7702000
Little Italy,37,988000
Murray Hill,273,6029000
Tribeca,320,10756000
Midtown East,239,7253000
Little Italy,105,2841000
Upper West Side,456,7269000
Washington Heights,84,623000
Chelsea,117,2510000
Kips Bay,135,2691000
Financial District,230,4714000
Hudson Yards,150,3725000
Greenwich Village,301,7127000
Flatiron,229,6461000
Chinatown,113,1669000
Kips Bay,244,5052000
Flatiron,148,2738000
Upper East Side,558,13693000
Inwood,154,847000
Kips Bay,197,4888000
Inwood,130,875000
Flatiron,149,3897000
Hudson Yards,203,8587000
Hell's Kitchen,170,4291000
Chelsea,52,1331000
Upper West Side,144,3002000
Two Bridges,101,1266000
Kips Bay,229,3963000
Carnegie Hill,167,3928000
Flatiron,257,7030000
Harlem,173,1493000
Stuyvesant Town,75,993000
Hamilton Heights,168,1154000
Upper West Side,99,2559000
Midtown West,247,5489000
Gramercy Park,184,3742000
Chinatown,96,992000
Greenwich Village,42,1471000
Financial District,139,2547000
Two Bridges,143,1649000
Chelsea,324,8308000
Hamilton Heights,96,853000
